Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
88672,-3.859880787,2.632881312,-5.26426531,3.446113147,-0.675231057,-1.904959454,-3.291040869,-0.985766041,-1.168114167,-3.93629417,4.256564487,-6.600654481,0.005626376,-9.958530919,2.471357904,-5.70014142,-6.388092738,-1.838159301,2.993173507,-0.178626358,1.664119015,0.785075272,0.068412486,0.778960916,-0.86316592,-0.006809614,-1.06573404,1.773326446,1.18,1.0
438,1.287086796,-0.392364105,0.513359804,-1.237321915,-0.402555693,0.474908019,-0.793082017,0.146590333,1.676342149,-1.089981154,-1.053329656,0.91300034,1.741552097,-0.418637364,2.45109142,0.102132451,-0.824644922,0.58823897,0.278219131,0.015737001,0.220590211,0.90136048,-0.276483934,-1.249997022,0.646934733,-0.440129994,0.127178484,0.027224189,8.49,0.0
1231,-0.551875622,1.261347704,1.92256026,2.622323222,0.596227111,1.669259237,0.185452006,0.659506438,-1.347178116,0.683664388,0.614093613,-0.448833371,-0.931931443,0.59057623,2.450640746,-1.298878872,1.354232241,-2.041309478,-0.815440315,0.053729119,-0.067504527,0.001192173,0.171345411,-0.692504343,-0.803838101,0.070919462,0.44761288,0.188935839,0.75,0.0
1787,-1.039293235,1.683711678,1.81333226,2.307648326,1.047076138,1.906774466,0.671960666,0.178037459,-0.703337582,1.983300618,0.84941872,0.152287802,0.693672995,-0.379712359,2.40500083,-1.505668147,0.908369341,-2.236526181,-0.786251267,0.693756686,-0.265154686,0.059196554,0.071109604,-0.985179584,-0.602294488,0.042688537,0.446680345,-0.063523749,9.13,0.0
2571,0.947918806,-1.607478087,0.216267284,-2.631640199,-1.075606273,0.60296942,-0.848788535,0.316503976,1.09930243,-1.049581634,0.748587535,1.183855126,0.130801582,0.061291656,2.364537653,-3.950310666,1.693672258,-0.599048875,-1.290561899,-0.3860054,-0.134236317,0.230536017,0.002686097,-0.632420026,0.214065059,-0.639123051,0.155571059,0.041817181,139.97,0.0
1,-1.358354062,-1.340163075,1.773209343,0.379779593,-0.503198133,1.800499381,0.791460956,0.247675787,-1.514654323,0.207642865,0.624501459,0.066083685,0.717292731,-0.165945923,2.345864949,-2.890083194,1.109969379,-0.121359313,-2.261857095,0.524979725,0.247998153,0.771679402,0.909412262,-0.689280956,-0.327641834,-0.139096572,-0.055352794,-0.059751841,378.66,0.0
36,-1.169422458,1.15831387,1.406799536,0.860188897,-0.103809889,0.12203478,0.264451377,-0.108766589,-0.181976611,0.659592649,0.45631689,-0.09776271,-0.346158686,0.210182391,2.345229333,-1.172647683,0.860018874,-1.154224266,0.858768026,-0.120560178,0.024497904,-0.120153158,0.212986045,0.087535763,-0.946529684,0.226700389,-0.810100768,0.234956581,7.99,0.0
151916,-5.488032171,3.329560681,-5.996296087,3.601719636,-2.023926036,-1.737393477,-4.39685932,0.228394068,-1.675883923,-3.991784632,3.737037681,-6.15018667,0.288738071,-8.760694519,2.344651195,-5.145637851,-6.293478628,-2.137186601,2.995244755,-0.551121115,1.71963126,0.34320916,0.133583642,0.833339534,-0.839775663,0.502009639,-1.937472846,1.521218373,0.01,1.0
1257,-0.675005051,0.947749719,2.949020119,2.746392237,-0.436528159,0.849442607,-0.369623149,0.226023709,-0.328699636,1.219606364,-0.453768495,-1.14400441,-0.889201497,-0.290696011,2.336733414,0.24035996,-0.056298907,0.455530208,0.011528754,0.202468864,0.213539519,0.838455508,-0.275028188,0.071019408,-0.09212349,0.396385944,-0.087230842,-0.150529755,4.29,0.0
1030,1.192688095,-0.677879845,1.002361675,-1.347693856,-1.571109023,-0.94274217,-0.815857211,-0.016061921,1.916998207,-1.090471807,-0.24482969,0.37322051,-0.153691972,-0.06159096,2.333913933,0.119737398,-0.416918241,0.637143567,0.307706082,-0.002285217,0.259927918,0.803309044,-0.111711772,0.456169736,0.317138257,0.114958706,0.043798847,0.036882414,42.99,0.0
278,-1.092301406,0.430750476,1.249784913,0.429756534,1.272075585,0.548202767,-0.120591638,0.452571018,-0.414005495,-0.310135569,1.119276966,0.583456279,0.371111672,-0.298619911,2.283799325,-1.281078071,1.537801304,-2.147675737,-1.068491135,-0.052707693,-0.078915641,0.072869692,0.126237046,-0.648164955,-1.04910405,0.206696474,0.411803301,0.188800422,2.69,0.0
3483,-1.546004149,1.538193319,0.696953003,0.460540558,0.575192815,1.316513596,0.462809318,0.257569027,0.242737246,0.878747052,0.371696366,-0.241270674,-0.957571042,0.287116858,2.280536901,-1.654165232,1.004636642,-1.802811263,-1.152705561,-0.086818836,0.293997063,0.888694729,0.030658568,-0.979060418,-0.567457141,-0.269909445,-0.351072621,0.267608817,27,0.0
693,-1.039730861,0.502595596,1.110715613,-2.642917092,-0.409494426,0.171846934,-0.258450453,0.782353914,1.237895322,-1.769987294,-1.804211323,-1.038521921,-1.718814048,0.552673397,2.276032385,0.223894555,-0.339967096,0.631814817,0.583229854,-0.051604049,-0.007414276,-0.078844267,-0.315844508,-1.345135271,0.405701803,0.061223149,0.175588057,0.051694668,24.9,0.0
571,-2.35533624,2.316181528,0.701735382,0.174500916,0.677346314,1.029704775,0.792867745,-0.060580653,1.2965249,2.803641983,1.130191861,0.311371726,-0.027667804,-0.629411766,2.261939986,-2.067811522,0.828435504,-2.163511042,-1.46681788,0.972465687,0.008872406,0.955805671,0.047291561,-0.650139624,-0.28228194,-0.286390827,0.335493474,0.22306064,2.89,0.0
735,-2.647397176,2.245069134,2.369672664,2.293448204,-0.844089791,0.291524314,0.008384753,-0.000206641,1.321319491,3.982227367,-0.395928415,-1.244601787,-0.831333401,-1.102869458,2.245290093,0.275709805,-0.51312359,0.75491553,0.179464586,1.355069234,-0.214398286,0.643305234,-0.142704771,0.336223675,0.431443968,0.41199901,1.012231982,0.374644077,10.38,0.0
2609,-1.185891497,0.650276538,0.864312966,0.838862596,1.962508937,0.466506658,0.909407188,-0.223448534,0.205468514,0.68977664,1.372018394,-0.15797944,-0.48054089,-1.303301194,2.243448241,-1.730457776,1.740558857,-1.708742424,-1.374358284,0.39153137,-0.11584792,0.711200915,-0.110996692,-0.720689972,-0.521990485,-0.316215642,0.217372515,-0.174752788,16.47,0.0
656,-1.789834723,-5.835767838,-1.472790988,-0.851159582,-2.433875401,0.401415066,1.354543437,-0.288282935,2.426889308,-2.39530118,-0.929763624,0.543359196,-0.135978393,0.29395732,2.237262992,-0.678015901,0.046162511,0.632892484,0.460679473,3.116558915,1.081403693,-0.178233278,-1.635914114,-0.645650792,0.112929994,-0.726724366,-0.184806057,0.29676197,1602.99,0.0
64093,-6.133986948,2.941499449,-5.593985568,3.258845223,-5.315512219,-0.637327763,-4.476488045,1.695993587,-1.606743151,-5.11725921,3.97722224,-8.066096093,-0.760887592,-8.660770959,2.22023799,-6.237596542,-11.04638166,-4.155879368,1.763610874,-0.815086316,0.868339851,0.793736498,0.217346587,-0.021985065,0.145881914,0.665087661,-1.684186049,0.310195463,294.9,1.0
2226,1.033562872,1.040947868,-1.589245397,1.516850965,1.418628374,0.000786794,0.399255509,0.233746192,-0.373804854,-1.721019285,1.944365738,-0.396756265,-1.018101857,-3.089048312,2.218853248,-0.290373234,4.072971756,-0.625410461,-2.507457522,-0.227692261,-0.076717223,-0.011596404,-0.033371118,-0.981530259,0.473201784,-0.183574919,0.106538925,0.084266209,3.03,0.0
63578,-0.639191253,-0.085594789,1.265451959,1.401165732,-0.260542079,1.009794578,1.301998971,-0.135257523,-0.431520922,-0.091353373,-0.921051996,-0.613815529,0.198913056,0.016087005,2.206263775,-0.527140628,-0.05727868,0.448655661,1.164435465,0.861306751,0.340330753,0.760169762,0.353376975,-0.778892743,-0.07068116,-0.033354644,-0.061962422,-0.062686532,290.18,1.0
3352,-0.749016145,1.129085939,0.533418125,0.872294777,2.635754372,-0.602326345,-1.338939593,-0.685008662,-0.610478834,-0.29620165,-0.991517362,-0.907271816,-0.397940939,-0.808313834,2.180255243,-0.211177392,1.441923611,0.446115079,1.627575927,-0.086052182,0.632140088,-0.980442313,-3.109411261,-1.281696538,-0.279016193,0.714328286,0.233898895,0.17528513,0.76,0.0
3412,1.207436334,-0.184375077,0.039587225,-0.879865594,-0.432978495,-0.757901106,-0.052868864,-0.011630221,1.191429512,-0.977004477,0.391980173,0.259617827,-1.280857613,0.756088555,2.180175176,-1.289053941,0.570091361,-0.891973524,-0.309254983,-0.276625779,0.106041908,0.466046627,-0.027277646,0.085509619,0.571254505,-0.55809644,0.065865246,0.011738712,1,0.0
666,1.394701623,-0.412555181,0.154000599,-1.732758463,-0.539420695,-0.354963102,-0.554094984,-0.036177111,1.706190647,-1.07238025,-1.357031573,0.187802956,0.451019512,-0.056188214,2.167388033,0.306601585,-0.840867582,0.642053146,1.055620863,-0.026088193,-0.069743441,-0.056236644,-0.164967723,-0.96437606,0.500864356,0.025812675,0.033512043,0.012055294,0.05,0.0
2716,-2.573284849,-0.406929473,-0.190687142,1.29476995,-0.736969103,1.420454011,1.005098244,1.011959163,-0.98829649,-1.015014997,0.449417513,0.50129515,-0.025936783,1.116129796,2.166917973,-1.23033495,1.406116716,-1.764819531,-1.233190745,-0.356935798,0.344006227,1.03837258,0.896101269,-0.610666651,-0.407939366,-0.210992504,0.225651466,-0.526145155,312.39,0.0
3990,-2.070741799,-1.140760054,2.336973956,-2.374974726,-0.277128517,0.992001474,0.169728177,0.259450237,3.022990957,-2.031609907,1.722197516,-2.483955165,0.44095059,1.207945587,2.133073375,-0.947795199,1.199323859,-1.024238023,-2.363988149,-0.260901789,0.113843346,1.106533274,-0.192466159,-0.630492024,0.014439724,0.04945463,0.30134361,-0.237779901,279.39,0.0
2874,-1.28869008,1.364121326,0.541716941,0.531474711,-0.068876358,1.858416212,1.40535979,0.12057821,-0.225149957,0.386745931,0.637666216,0.505168537,0.59041124,0.056391459,2.132218689,-1.590700507,0.897304952,-1.967803256,-1.171368901,-0.137271229,0.171025173,1.030621403,-0.025467083,-0.921986293,-0.469312825,-0.226963851,0.204391773,0.240489523,201.43,0.0
463,-0.386725975,0.17256499,0.732582645,-1.434662211,0.033065294,-1.043657481,0.720715055,-0.15076312,0.422941845,-1.225085106,-0.090249874,-0.09656136,-0.819230093,0.671445513,2.131868092,-1.488628528,0.658885093,-0.348634435,1.58260075,0.175250526,0.143196437,0.402445558,-0.020878812,0.121543225,-0.194311335,0.114302135,0.114047724,0.135686593,55,0.0
2938,-5.151103542,2.977071309,-0.859916954,-0.739685108,0.573801109,2.065386393,-1.264568562,-4.303179263,1.990532545,2.913795356,0.613182134,0.886078779,0.695637612,-1.14283836,2.13067628,-0.821791894,1.194445463,-2.117258987,-1.66265247,-0.660259806,3.88468678,-1.893837931,1.277401818,-1.635820726,0.344465367,0.319386387,1.223307613,0.940238037,9.81,0.0
1236,-0.932784477,1.144671787,1.576128554,1.415498536,-0.759997283,0.227839003,1.739959345,-0.849896449,-0.179610796,0.902934056,0.566133435,-0.373746093,-0.353073888,-0.179933814,2.118994791,-1.232803892,0.423667308,-0.495690359,0.907018053,-0.15536522,0.015882304,0.532544134,-0.316993383,0.646931997,0.185211043,-0.165422639,-0.931096227,-0.461317864,186.96,0.0
2185,-0.55364861,0.700379693,1.134316358,-0.070442516,0.377867786,1.762289802,-0.094326429,-0.232483672,-0.766323178,-0.147612338,2.400640848,0.905801366,-0.151857248,0.661011776,2.116675307,-1.575972636,1.366088989,-1.700175153,0.667102974,-0.109729413,0.820552017,0.083399483,0.270325253,-0.97518786,-1.111250027,1.132361388,0.208528655,0.115113638,38.7,0.0
2866,-0.321124068,0.538928261,1.19810522,-1.788611661,0.049016363,-0.82227815,0.967173884,-0.558828365,1.111506507,-0.425803659,0.154916897,-0.069868851,-0.584329765,-0.052932492,2.103201607,-1.340661094,0.209264566,-0.566251088,1.235434466,0.220184446,-0.159293604,0.041284709,-0.046751791,0.096578786,-0.613899571,-0.163296171,-0.182931037,-0.240080812,11.4,0.0
64785,-8.744414644,-3.420467984,-4.850574732,6.606845786,-2.800546172,0.105511584,-3.269801299,0.940377923,-2.558690602,-3.624774714,5.267861604,-5.583696926,0.173895592,-6.679976755,2.084199143,-4.348891446,-8.760786023,-3.407548544,1.332930065,-1.818315425,0.102912554,0.311626102,-4.1291955,0.034638732,-1.133631231,0.272265246,1.841307269,-1.796362587,720.38,1.0
804,-1.242089176,2.003837542,-0.128162934,0.957127707,0.849260812,1.453559234,-0.919734533,-1.776863963,-1.270134713,-1.836189326,0.818666624,0.682194978,0.358050612,-0.663610696,2.078198961,-0.788665448,2.607974807,-1.087151709,-1.547191586,0.457611545,-1.024348642,1.199058413,0.188619788,-1.094121619,-0.597368023,-0.222159954,0.110740312,0.162632192,1,0.0
1103,-1.307721376,-5.137873751,-0.769016964,-0.910737701,-2.808551784,-0.390185139,1.045240369,-0.496871233,0.019071478,-0.947608531,0.450449688,1.288819084,1.933573982,0.060121364,2.075453108,-1.916723599,0.324278149,0.91512634,-1.103558649,2.361745215,0.462879366,-1.114351051,-1.026255122,0.491488025,-0.405213728,-0.223175326,-0.186371761,0.270760854,1376.13,0.0
2440,-0.427966822,0.078485253,1.651985894,-2.286986166,0.062760523,-0.604465791,0.820688849,-0.677588625,1.791959685,-0.397242609,-0.860186876,-0.784637519,-0.882512613,-0.572029015,2.064587426,-0.217487231,-0.85635245,0.477760872,1.07927392,0.190606072,-0.26086071,-0.072484869,-0.157451983,-0.464406548,-0.107370726,-0.153326985,-0.397609982,-0.592935894,20.8,0.0
1387,-0.779631566,0.962096808,0.939397419,-0.2562404,0.996237108,1.235733228,0.314054422,0.495536974,-0.200377439,-0.468941927,0.387837859,0.008413419,-0.202258331,-0.340213713,2.061898797,-0.788305065,1.085169586,-1.941020108,-1.494323959,-0.066484755,-0.138548849,-0.283162964,0.127714682,-1.385194775,-0.45007803,0.199346604,0.038173725,0.087277663,0.99,0.0
3726,-0.509802587,1.007779411,1.853349577,0.989569763,0.554313807,1.294071718,0.091649581,0.322327545,0.486350183,-0.545185725,2.026077406,-1.914383135,2.173102487,1.742114172,2.055440222,-1.861340799,2.24080068,-1.983159017,-0.188977965,0.001727761,-0.142475608,-0.01843513,0.1619269,-0.677222987,-0.892973792,0.35812682,0.023385003,0.117550124,2.49,0.0
1593,-4.285376014,-2.890813137,0.435886926,0.281825836,5.188960828,2.307280287,-4.431563067,-2.548052312,-0.618166258,1.928279746,-0.23587582,-0.138601701,0.532842745,-0.118672865,2.052302595,-1.017156109,-0.340197474,1.956951262,0.45688259,-3.179916353,1.951239352,-1.564689365,-1.910744327,1.191020981,0.172366468,0.001105728,1.485331709,-0.649897808,68,0.0
480,1.039079055,1.158034045,-1.5551738,1.500270163,1.556148236,0.036028434,0.499064735,0.148227153,-0.603040247,-1.764475591,2.202819852,0.409272033,0.497219181,-3.39121307,2.052265129,-0.361773653,3.986288833,-0.811839159,-2.516962882,-0.135221946,-0.060671555,0.113741574,-0.049554735,-0.940147945,0.525324406,-0.188411062,0.116878405,0.087124516,0.75,0.0
1355,-4.554544963,1.419866509,0.212261697,-2.341553187,-2.623820724,2.566345173,-4.533101745,-11.2851049,0.743721007,0.414018948,1.414624029,1.197265366,-0.85404645,0.465666161,2.047284603,-1.527049047,0.580691308,2.305060011,0.048165992,0.6355984,-1.184516911,0.905380031,0.594791522,-0.02965067,-0.615248986,0.153998858,0.186241907,0.653323602,200,0.0
680,-1.665520532,0.458385639,1.753273789,-2.200438447,-1.00109594,-0.867448195,-0.172792778,0.496169477,1.072055728,-1.56803861,0.011860187,0.292345548,-0.560696271,0.27729549,2.038555472,-0.341631877,0.175392395,-0.12762014,-0.026664098,-0.243538606,0.084334653,0.39636836,0.130226703,0.424356446,0.271523524,-0.057731216,0.020552585,0.003210872,24.9,0.0
954,-0.651671479,0.816115946,1.524816791,-0.083801818,0.734679043,0.869716756,0.380308789,0.503733579,-0.526778774,-0.927843984,0.857378226,-0.074339607,-0.840566237,-0.062162023,2.032199458,-0.975516035,1.394847197,-2.057423243,-1.664635957,-0.204955031,-0.059679752,-0.114532549,0.122472178,-0.702004743,-0.707205458,0.157735101,0.140879438,0.117739867,0.99,0.0
3232,-0.536481087,0.915795546,3.192066814,2.826444673,-0.258579134,0.628540128,0.072104722,0.103339694,-1.056422265,0.693340679,0.03842802,-0.390170986,0.256347696,-0.268069138,2.021807516,-0.03444341,0.084884535,0.021285853,0.076783332,0.277741142,0.181566831,0.675690517,-0.148763298,0.414940917,-0.201597549,0.266103653,-0.033236791,-0.116529462,19.9,0.0
2092,-0.278958764,0.646642697,1.220159704,-0.892088916,0.01921409,-0.985624775,0.629302715,-0.178904858,0.199594188,-1.156015194,0.390380941,0.836429942,0.677954709,0.327924427,2.018260298,-1.574292596,0.544299499,-0.366806252,1.168706756,0.086175007,0.222747054,0.847160571,-0.186965473,0.452003562,-0.106870975,-0.52316833,0.206507214,0.148543255,1,0.0
3161,-1.996370874,1.217721095,2.39999907,2.863772038,-0.04361549,3.32714555,-1.670556275,-4.07620452,-0.680332456,0.507257694,0.637433104,0.581577225,0.200495661,-0.222603549,2.008943101,-1.234669521,1.445390067,-1.779489266,-1.110590366,-0.001328282,0.350607029,0.88442677,-1.842905889,-0.488813189,-0.823758593,0.396128654,0.17081695,-0.397822989,303.71,0.0
2117,-0.27666667,0.406741951,1.864545909,0.863259621,-0.85191082,0.365805005,-0.115018304,0.05608239,-1.5331422,0.889472572,-0.461293321,-0.427482098,0.538648734,-0.037029109,2.003727109,-2.108023828,0.525937827,1.493185307,0.027502239,-0.303229857,-0.044813492,0.448851312,-0.030838545,0.068997643,-0.514726594,-0.053109465,0.132177077,0.155059399,50,0.0
472,-3.043540624,-3.157307121,1.08846278,2.288643618,1.35980513,-1.064822523,0.325574266,-0.067793653,-0.270952836,-0.838586565,-0.414575448,-0.50314086,0.676501545,-1.692028933,2.000634839,0.666779696,0.599717414,1.725321007,0.28334483,2.102338793,0.661695925,0.435477209,1.375965743,-0.293803153,0.279798032,-0.145361715,-0.252773123,0.035764225,529,1.0
1571,0.995016551,0.092334131,0.315056107,0.99793261,0.347800806,0.923907774,-0.117451992,0.333535312,-0.059521623,-0.186168798,0.874333828,0.777669683,0.139500235,0.452829601,1.999972543,-1.30865222,0.862347123,-2.092329471,-2.126359478,-0.231894751,0.294154771,1.030040584,-0.017303442,-0.59804329,0.408209068,-0.113450403,0.085635878,0.011887335,24.57,0.0
493,1.219725093,-0.481148941,-0.324350971,-1.552562458,-0.25835656,-0.519341605,-0.035457768,-0.117824448,1.267125148,-1.068542481,-0.638446071,0.352484877,0.060428419,0.33282311,1.999235669,-0.505570625,-0.160606032,-0.332377621,0.646091265,0.035717841,-0.040427515,-0.106937606,-0.171757701,-0.721597142,0.525567582,0.084212262,-0.001620871,0.011865904,67.94,0.0
146344,-0.099723899,2.79541433,-6.423855582,3.247513015,-1.632290269,-2.766664931,-2.312222883,0.961014122,-1.896000965,-4.919348299,3.053654418,-5.297811402,-1.466029728,-7.035880051,1.997132372,-3.836188525,-2.5151828,-0.864578712,2.328926974,0.340898316,0.647714388,0.126575864,0.20395348,0.008494998,-0.174501151,0.575294798,0.152875891,-0.09817281,94.82,1.0
53727,-1.649278816,1.263973556,-1.050825674,2.237990639,-2.527889238,-0.889939993,-2.355253671,0.854658641,-1.281242617,-2.705011382,1.17447506,-4.381919567,-1.226665898,-2.953824253,1.994161194,-3.30425391,-5.585794366,-1.643704032,2.118633325,0.08740637,0.679176431,0.731907051,0.333045476,0.392505236,-0.274197298,0.802348668,0.390808553,0.112145531,112.45,1.0
986,-0.412999087,0.986696758,1.620103555,1.215501698,0.319211024,-0.145375447,0.881494625,-0.565022973,-0.066072055,0.76058287,-0.911065103,-1.30851956,-1.203880838,0.059200313,1.992123312,-0.618389885,-0.163942637,0.577723446,1.63017676,0.154306433,0.052688642,0.396119813,-0.423281177,-0.152991737,0.013113415,-0.12428486,-0.594706973,-0.32033794,14.99,0.0
824,-0.969100945,-0.07710562,2.301857446,0.551116508,-1.08530387,0.161463109,0.279360213,-0.043098033,-1.056216657,1.006145186,-0.3891085,-1.434212177,-1.505223336,0.059611914,1.987708399,-1.895557945,0.430719573,1.485215434,-0.692977919,-0.212573904,-0.241853536,-0.022670573,-0.056298919,0.329179103,0.057520386,-0.123729429,0.122624525,-0.048621674,144,0.0
34,-0.291540245,0.445575314,1.249752116,-1.73573589,0.085755559,-0.121924299,0.407715857,0.095309378,0.815902287,-1.491188012,-0.84619138,0.05653255,-0.05895353,0.151922602,1.982594882,-0.443295054,-0.318251412,0.064787167,0.613505272,-0.033522345,-0.064906147,-0.120448982,-0.156525634,-0.800212851,-0.000620392,-0.835203307,0.131001421,0.06289627,18.95,0.0
1335,-2.290847968,-0.724845034,3.090715021,-0.746779326,2.169532985,1.975177046,2.225272335,-3.043152818,3.497999043,4.068885488,1.669189816,-0.374296234,0.421761845,-3.888531474,1.982316048,-2.865040802,-0.132600314,-2.666690806,-0.290286412,-0.189021981,-0.39672773,1.57463398,-0.431064993,-0.79559811,-1.137964083,0.75977861,-4.541860165,-1.962240803,9.95,0.0
3137,-0.56812147,0.490900631,1.110602153,-2.17066663,0.796277932,0.337636838,0.82459549,0.152346864,0.838680094,-1.332757701,0.858624771,0.547737713,-0.646575588,0.279072325,1.981825721,-1.928406629,0.769327947,-1.971866172,-1.77334047,-0.136309591,0.198115151,1.086296909,-0.124581131,-0.638691099,-0.295234499,-0.730096976,0.308769253,-0.025765871,1,0.0
2031,-0.847058312,0.535734323,1.792502266,0.959920263,0.425952973,-0.716123657,0.065212417,-0.061629079,-0.608872284,0.046571448,-0.632330829,-0.563413332,-0.322980609,0.354639312,1.980242429,-0.312843869,0.155105742,0.025048185,1.908041187,0.073051076,-0.238548788,-0.702280488,-0.254750824,0.034994134,-0.09435233,0.396697975,0.001114891,0.042633045,1.79,0.0
2500,-0.545069868,0.900823398,1.174433334,-0.148957123,0.876213805,1.035892319,0.354842846,0.526486487,-0.417472456,-0.700524837,0.751092993,0.323756014,0.097149817,-0.318502697,1.978842398,-0.885590075,1.208212629,-2.087420322,-1.639872276,-0.015081749,-0.142364436,-0.19161554,0.11352838,-1.01767852,-0.47221153,0.200674103,0.316875962,0.084065872,1.79,0.0
9417,-0.659473066,-0.069547247,1.924951665,-1.159460391,-0.354775914,-0.622660468,-0.153701492,0.051834816,2.129373862,-1.657727079,0.833798363,-2.721935969,0.740037018,1.785248845,1.967250217,-0.909364995,1.171353375,0.290703943,1.178644543,0.191826089,-0.057118608,-0.022365628,0.093167247,0.014824821,-0.359231438,0.030667913,0.085460631,0.118436694,50.76,0.0
284,-0.942623063,0.657317958,1.191544384,1.326497095,0.97674498,-0.832970032,0.238932868,0.163401503,-0.584980704,-0.789639334,-0.144501037,-1.445161039,-2.115885112,-0.617131929,1.966837316,-0.203704314,1.500691702,0.586786087,0.27146639,0.115262873,0.062165439,-0.016076486,-0.236314329,-0.08280197,0.357494184,-0.110529973,0.080795718,0.113264048,1,0.0
4484,-4.006221989,-3.553520982,0.629008804,-2.388878049,-1.050255752,2.243252381,1.916643398,0.067660737,2.953998185,-2.782629959,0.721749463,-2.52196112,1.381167831,1.157669363,1.945361336,0.01506112,0.485335678,-0.70368666,-2.616306513,-0.45005874,-0.032845401,0.802352092,-0.017040562,-1.737267062,0.386694208,0.052165545,0.974742241,-0.29535197,1000,0.0
